============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  K(15.2 GeV) ==> Podk³adka+Tarcza(  23 um) ================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 9156 19 .1519003E+11   2300017E-01  .1831E+02  .8090E+00   .9999999  .0002178  .0000527
T 9157 19 .1519017E+11   2300021E-01  .6662E+01  .2174E+02   .9999999 -.0000426  .0002205
T 9158 19 .1519015E+11   2300018E-01  .9757E+01  .1299E+01   .9999999  .0001323 -.0000436
T 9159 19 .1519000E+11   2300020E-01  .1447E+02  .6190E+01   .9999999  .0002359  .0001096
T 9160 19 .1519053E+11   2300020E-01  .7428E+01  .2476E+02   .9999999 -.0000308  .0001833
T 9161 19 .1519011E+11   2300001E-01  .1468E+02 -.1221E+02   .9999999  .0004553 -.0001939
T 9162 19 .1518967E+11   2300013E-01  .3310E+01  .3955E+01   .9999999  .0001716  .0001158
T 9163 19 .1519130E+11   2300008E-01 -.1028E+02 -.1546E+02   .9999999 -.0000476  .0000331
T 9164 19 .1518931E+11   2300016E-01  .8039E+01 -.8555E+01   .9999999  .0002898 -.0001036
T 9165 19 .1519045E+11   2300020E-01  .6252E+00 -.1876E+01   .9999999 -.0000838 -.0001943
T 9166 19 .1518891E+11   2300019E-01  .8655E+00  .2102E+02   .9999999 -.0000114  .0000957
T 9167 19 .1519050E+11   2300002E-01  .2227E+01  .3861E+02   .9999999  .0000329  .0002724
T 9168 19 .1518951E+11   2300017E-01 -.6944E+00  .1856E+02   .9999999  .0000075  .0001496
T 9169 19 .1519003E+11   2300016E-01  .8152E+01 -.1408E+02   .9999999  .0001819 -.0000737
T 9170 19 .1519043E+11   2300023E-01  .8281E+01  .1881E+01   .9999999  .0000126  .0001383
T 9171 19 .1518951E+11   2300016E-01  .2219E+02 -.1202E+02   .9999999  .0002007 -.0000322
T 9172 19 .1519011E+11   2300021E-01  .3781E+02  .6324E+01   .9999999  .0004705  .0001664
T 9173 19 .1519153E+11   2300008E-01 -.3316E+01 -.4943E+01   .9999999 -.0000514 -.0000108
T 9174 19 .1519002E+11   2300003E-01  .2308E+01 -.3955E+01   .9999999  .0000533 -.0000310
T 9175 19 .1519085E+11   2300005E-01  .5677E+00 -.1227E+02   .9999999 -.0000754 -.0002238
T 9176 19 .1519045E+11   2300001E-01 -.1595E+01 -.1322E+02   .9999999  .0001278  .0000092
T 9177 19 .1519015E+11   2300016E-01 -.6875E+01  .9090E+01   .9999999 -.0000428 -.0000148
T 9178 19 .1518977E+11   2300017E-01 -.2154E+02 -.9635E+01   .9999999 -.0002107 -.0000912
T 9179 19 .1519084E+11   2300004E-01 -.3383E+01  .1104E+02   .9999999 -.0000436  .0000712
T 9180 19 .1518966E+11   2300014E-01  .1675E+01 -.3541E+01   .9999999  .0003372  .0000334
T 9181 19 .1519131E+11   2300011E-01  .3518E+02 -.8609E+01   .9999999  .0002089 -.0001581
T 9182 19 .1518985E+11   2300015E-01 -.7120E+01 -.1567E+02   .9999999 -.0000202 -.0003938
T 9183 19 .1519190E+11   2300013E-01 -.8857E+00 -.3787E+01   .9999999 -.0000140  .0000008
T 9184 19 .1518994E+11   2300008E-01 -.5115E+01 -.2879E-01   .9999999 -.0000963 -.0000445
T 9185 19 .1518970E+11   2300017E-01  .6164E+01  .6597E+01   .9999999  .0001492  .0001234
T 9186 19 .1519056E+11   2300010E-01 -.1634E+01 -.1099E+02   .9999999 -.0000446 -.0001468
T 9187 19 .1519058E+11   2300020E-01 -.5422E+02  .8754E-01   .9999999 -.0004664 -.0001489
T 9188 19 .1519071E+11   2300001E-01  .1087E+01  .7517E+00   .9999999 -.0000198  .0000481
T 9189 19 .1518901E+11   2300021E-01  .1592E+02  .1922E+00   .9999999  .0004316  .0000052
T 9190 19 .1518875E+11   2300022E-01  .3877E+01 -.8311E+01   .9999999 -.0000043 -.0001492
T 9191 19 .1518889E+11   2300022E-01 -.8122E+01 -.8673E+01   .9999999 -.0001298 -.0001536
T 9192 19 .1519080E+11   2300019E-01 -.1066E+02  .3923E+01   .9999999  .0000126  .0001660
T 9193 19 .1519009E+11   2300009E-01 -.4060E+01 -.1448E+02   .9999999  .0000142 -.0001653
T 9194 19 .1518976E+11   2300018E-01 -.1614E+02 -.2031E+01   .9999999 -.0001325 -.0000427
T 9195 19 .1519118E+11   2300020E-01 -.5516E+00  .1374E+02   .9999999  .0000125  .0002974
T 9196 19 .1518938E+11   2300001E-01 -.1266E+01 -.2732E+02   .9999999  .0000090 -.0003268
T 9197 19 .1518920E+11   2300022E-01 -.2716E+02 -.1792E+02   .9999999 -.0003795 -.0002838
T 9198 19 .1518983E+11   2300018E-01  .1689E+01  .8311E+01   .9999999  .0000667 -.0000445
T 9199 19 .1519207E+11   2300022E-01 -.1882E+02  .6124E+01   .9999999 -.0002896  .0000904
T 9200 19 .1519059E+11   2300003E-01  .4113E+01  .5547E+00   .9999999  .0000617 -.0000434
T 9201 19 .1518960E+11   2300022E-01  .6784E+01 -.7479E+01   .9999999  .0000763 -.0001380
T 9202 19 .1518967E+11   2300007E-01 -.1194E+01  .1264E+02   .9999999  .0000109  .0001878
T 9203 19 .1519072E+11   2300014E-01 -.1066E+02 -.2291E+01   .9999985 -.0016029 -.0007266
T 9204 19 .1518867E+11   2300015E-01  .1698E+02  .2092E+02   .9999999  .0002368  .0002970
T 9205 19 .1518886E+11   2300016E-01  .3650E+01 -.4760E+01   .9999999 -.0000168 -.0000478
T 9206 19 .1519034E+11   2300022E-01  .4962E+00  .7454E+01   .9999999 -.0000181  .0000514
T 9207 19 .1519015E+11   2300003E-01 -.2431E+02 -.1805E+02   .9999999 -.0000745 -.0001836
T 9208 19 .1519096E+11   2300004E-01  .1251E+02 -.3543E+01   .9999999  .0001427 -.0000798
T 9209 19 .1519090E+11   2300009E-01 -.2368E+02 -.2966E+01   .9999999 -.0003613 -.0000085
T 9210 19 .1518909E+11   2300010E-01 -.1702E+02 -.8806E+01   .9999999 -.0003234 -.0002263
T 9211 19 .1519116E+11   2300019E-01 -.1567E+01 -.1493E+02   .9999999  .0000095 -.0001795
T 9212 19 .1518837E+11   2300021E-01 -.1908E+02 -.1458E+02   .9999999 -.0001394 -.0001902
T 9213 19 .1519145E+11   2300007E-01  .5375E+01  .7687E+00   .9999999  .0000828  .0000656
T 9214 19 .1518778E+11   2300023E-01  .1195E+01 -.1238E+02   .9999999 -.0000564 -.0000850
T 9215 19 .1519054E+11   2300000E-01  .4721E+01 -.2742E+02   .9999999 -.0000130 -.0001867
T 9216 19 .1519202E+11   2300014E-01 -.5990E+00  .1026E+02   .9999999  .0000790  .0000259
T 9217 19 .1518975E+11   2300022E-01  .7031E+01  .2368E+02   .9999999  .0000766  .0002473
T 9218 19 .1518854E+11   2300011E-01  .1095E+02  .1175E+01   .9999999  .0002512 -.0001452
T 9219 19 .1519135E+11   2300002E-01 -.2349E+02  .1048E+02   .9999999 -.0002007  .0000784
T 9220 19 .1519056E+11   2300015E-01 -.2321E+01 -.1410E+02   .9999999  .0000548 -.0002551
T 9221 19 .1519117E+11   2300016E-01 -.8779E+01 -.1313E+02   .9999999 -.0001545 -.0002634
T 9222 19 .1519089E+11   2300018E-01 -.1009E+02 -.4978E+00   .9999999 -.0001717 -.0000919
T 9223 19 .1519118E+11   2300013E-01  .1119E+02 -.7339E+01   .9999999  .0000102 -.0001631
T 9224 19 .1519042E+11   2300013E-01 -.1681E+02  .1270E+02   .9999999 -.0001992  .0002399
T 9225 19 .1518993E+11   2300001E-01  .7066E+01  .8344E+01   .9999999  .0000073  .0000342
T 9226 19 .1519080E+11   2300006E-01 -.1147E+02  .3460E+01   .9999999 -.0001590 -.0001781
T 9227 19 .1518892E+11   2300019E-01  .3627E+02 -.4465E+01   .9999999  .0004891  .0000091
T 9228 19 .1518919E+11   2300018E-01  .3268E+01 -.1340E+02   .9999999  .0000112 -.0000469
T 9229 19 .1518840E+11   2300014E-01 -.1697E+02  .5597E+01   .9999999 -.0002025  .0000968
T 9230 19 .1519052E+11   2300022E-01  .1332E+02 -.3176E-01   .9999999  .0001434  .0001285
T 9231 19 .1519067E+11   2300009E-01 -.4383E+01  .2181E+01   .9999999 -.0001153  .0001058
T 9232 19 .1519071E+11   2300018E-01 -.1616E+02 -.2668E+02   .9999999 -.0001735 -.0000869
T 9233 19 .1519002E+11   2300007E-01  .1071E+02 -.1118E+02   .9999999  .0002313 -.0001173
T 9234 19 .1519265E+11   2300023E-01 -.9101E+01 -.5919E-01   .9999999 -.0001591 -.0001370
T 9235 19 .1518869E+11   2300016E-01  .1006E+02  .1694E+02   .9999999 -.0000196  .0003109
T 9236 19 .1518868E+11   2300015E-01  .1983E+01  .1018E+02   .9999999  .0000711  .0000968
T 9237 19 .1519113E+11   2300017E-01 -.9435E+01 -.4454E+01   .9999999 -.0001908 -.0000326
T 9238 19 .1519108E+11   2300014E-01 -.1727E+02  .2426E+02   .9999998 -.0003165  .0005091
T 9239 19 .1519057E+11   2300016E-01  .9451E+01  .1707E+02   .9999999 -.0000905 -.0000262
T 9240 19 .1518989E+11   2300020E-01  .1342E+02 -.1584E+02   .9999999  .0000794 -.0001018
T 9241 19 .1519009E+11   2300000E-01  .6344E+01 -.4946E+01   .9999999  .0000443 -.0001695
T 9242 19 .1519102E+11   2300021E-01  .3152E+01  .8816E+01   .9999999  .0001420  .0001256
T 9243 19 .1518920E+11   2300010E-01  .4637E+00  .2979E+02   .9999999 -.0000323  .0003119
T 9244 19 .1519034E+11   2300002E-01  .6521E+01 -.5820E+01   .9999999  .0001498 -.0003338
T 9245 19 .1519075E+11   2300007E-01  .1208E+02  .1012E+02   .9999999  .0003083  .0000677
T 9246 19 .1518949E+11   2300011E-01 -.4628E+01 -.1421E+02   .9999999 -.0000330 -.0001862
T 9247 19 .1519091E+11   2300017E-01  .1941E+01  .4658E+01   .9999999 -.0001359 -.0000422
T 9248 19 .1519077E+11   2300014E-01 -.1270E+02 -.3800E+01   .9999999 -.0002764 -.0000931
T 9249 19 .1519013E+11   2300021E-01 -.3058E+01 -.1761E+02   .9999999  .0000186 -.0002663
T 9250 19 .1518966E+11   2300002E-01 -.2298E-01  .7566E+00   .9999999  .0000230 -.0000152
T 9251 19 .1518914E+11   2300002E-01  .7670E+01  .5158E+01   .9999999  .0000683  .0000807
T 9252 19 .1519073E+11   2300005E-01 -.1464E+02  .7318E+01   .9999999 -.0001446  .0002147
T 9253 19 .1519092E+11   2300018E-01  .6155E+01 -.2494E+01   .9999999 -.0000014 -.0000390
T 9254 19 .1518911E+11   2300012E-01  .6819E+01  .1180E+02   .9999999 -.0000315  .0001181
T 9255 19 .1519069E+11   2300002E-01 -.7325E+01  .2917E+02   .9999999  .0000509  .0002458
T 9256 19 .1519010E+11   2300001E-01 -.1192E+02  .5365E+01   .9999999 -.0002914 -.0000347
T 9257 19 .1518917E+11   2300015E-01  .9978E+01  .2457E+02   .9999999  .0000355  .0003269
T 9258 19 .1518893E+11   2300001E-01  .5389E+01 -.1473E+02   .9999999 -.0000558 -.0001763
T 9259 19 .1518913E+11   2300021E-01  .1354E+01  .2143E+00   .9999999 -.0000136  .0001058
T 9260 19 .1519081E+11   2300019E-01 -.2396E+01 -.9887E+00   .9999999  .0000459 -.0000186
T 9261 19 .1519044E+11   2300017E-01  .3012E+01 -.1314E+02   .9999999 -.0000797 -.0001956
T 9262 19 .1519152E+11   2300015E-01 -.2273E+02 -.4988E+01   .9999999 -.0003581  .0000280
T 9263 19 .1519053E+11   2300010E-01  .4988E+01  .8357E+01   .9999999  .0000748  .0000752
T 9264 19 .1518984E+11   2300019E-01 -.1711E+02  .8152E+02   .9999990 -.0003504  .0013426
T 9265 19 .1518875E+11   2300011E-01 -.1396E+02  .7395E+01   .9999999 -.0003104  .0001189
T 9266 19 .1519084E+11   2300002E-01 -.1839E+02  .3226E+01   .9999999 -.0000638  .0000996
T 9267 19 .1519026E+11   2300004E-01 -.1166E+02  .4980E+01   .9999999 -.0003058  .0000584
T 9268 19 .1518950E+11   2300004E-01 -.4829E+02  .4350E+02   .9999999 -.0000623  .0003365
T 9269 19 .1518863E+11   2300008E-01 -.1111E+02 -.1139E+02   .9999999 -.0002367 -.0000872
T 9270 19 .1519098E+11   2300007E-01  .3577E+01 -.7479E+01   .9999999 -.0000565 -.0001380
T 9271 19 .1519077E+11   2300009E-01 -.1196E+00  .1093E+02   .9999999 -.0000835 -.0000473
T 9272 19 .1519021E+11   2300002E-01  .1382E+02  .7756E+01   .9999999  .0002075  .0000699
T 9273 19 .1518843E+11   2300020E-01 -.5876E+00 -.4075E+01   .9999999 -.0000671  .0000296
T 9274 19 .1519181E+11   2300012E-01  .5341E+01 -.3942E+01   .9999999 -.0000145 -.0000355
T 9275 19 .1519048E+11   2300021E-01  .4342E+01 -.1455E+02   .9999999  .0001525 -.0002430
T 9276 19 .1519002E+11   2300015E-01 -.1199E+02 -.1555E+02   .9999999 -.0001175 -.0000955
T 9277 19 .1519113E+11   2300014E-01 -.1542E+01  .3919E+01   .9999999  .0000000 -.0000226
T 9278 19 .1519020E+11   2300015E-01 -.1186E+01  .2693E+02   .9999999 -.0001145  .0004382
T 9279 19 .1518857E+11   2300008E-01 -.6766E+01 -.2140E+02   .9999999 -.0000108 -.0002499
T 9280 19 .1518982E+11   2300009E-01  .1357E+02  .1291E+02   .9999999  .0002342  .0002047
T 9281 19 .1519137E+11   2300020E-01 -.1255E+02 -.1603E+02   .9999999 -.0000523 -.0000603
T 9282 19 .1519064E+11   2300020E-01  .2477E+00  .7192E+01   .9999999 -.0000573  .0001718
T 9283 19 .1519062E+11   2300001E-01 -.1237E+02  .7953E+01   .9999999 -.0000601  .0000345
T 9284 19 .1519122E+11   2300001E-01 -.1747E+02 -.1576E+02   .9999999 -.0000533 -.0001671
T 9285 19 .1518986E+11   2300011E-01  .7451E+01 -.1517E+01   .9999999  .0000382  .0000303
T 9286 19 .1518948E+11   2300018E-01 -.2006E+01 -.9233E+01   .9999999 -.0000804 -.0000732
T 9287 19 .1518923E+11   2300003E-01  .3735E+02  .4761E+01   .9999999  .0004575 -.0000662
T 9288 19 .1519192E+11   2300017E-01 -.1122E+02  .1590E+02   .9999999 -.0002896 -.0000207
T 9289 19 .1518957E+11   2300001E-01 -.3802E+02 -.1997E+02   .9999997 -.0006759 -.0002953
T 9290 19 .1518979E+11   2300019E-01  .6166E+01  .6653E+01   .9999999  .0001088  .0001440
T 9291 19 .1519038E+11   2300018E-01 -.7007E+01  .9155E+01   .9999999 -.0001204  .0001560
T 9292 19 .1519005E+11   2300011E-01 -.4636E+00  .1116E+02   .9999999 -.0000096  .0002208
T 9293 19 .1519059E+11   2300002E-01 -.6048E+01 -.1133E+02   .9999999 -.0000835 -.0001673
T 9294 19 .1518982E+11   2300021E-01 -.4359E+02  .2421E+02   .9999999 -.0002800  .0002523
T 9295 19 .1518941E+11   2300001E-01 -.2691E+02 -.2543E+02   .9999998 -.0003947 -.0005517
T 9296 19 .1518997E+11   2300011E-01 -.2596E+02 -.4038E+02   .9999999 -.0001421 -.0004456
T 9297 19 .1518931E+11   2300006E-01  .8753E+01  .1322E+02   .9999999  .0000605  .0000816
T 9298 19 .1519011E+11   2300009E-01 -.7537E+01 -.5613E+01   .9999999 -.0001398 -.0000874
T 9299 19 .1519014E+11   2300009E-01 -.2440E+02  .5111E+02   .9999999 -.0002215  .0002061
T 9300 19 .1519014E+11   2300016E-01 -.1405E+02 -.6237E+01   .9999999 -.0001141 -.0000801
T 9301 19 .1519007E+11   2300014E-01  .7490E+01  .3750E+00   .9999999  .0001245 -.0001893
T 9302 19 .1518987E+11   2300015E-01  .2810E+02 -.1904E+02   .9999999  .0004739 -.0002104
T 9303 19 .1519041E+11   2300019E-01  .7436E+01  .4253E+01   .9999999 -.0000087  .0000865
T 9304 19 .1518889E+11   2300002E-01 -.9476E+01  .8231E+01   .9999999 -.0001956  .0000891
T 9305 19 .1518945E+11   2300017E-01 -.3002E+01 -.5549E+00   .9999999 -.0000762 -.0000203
T 9306 19 .1518868E+11   2300013E-01  .1110E+02 -.5389E+01   .9999999  .0000933 -.0000717
T 9307 19 .1518934E+11   2300023E-01 -.1485E+02 -.8348E+01   .9999999 -.0001835 -.0000374
T 9308 19 .1518903E+11   2300021E-01 -.3059E+01 -.8333E+00   .9999999 -.0000207 -.0000410
T 9309 19 .1518939E+11   2300007E-01  .7200E+01  .1651E+02   .9999999  .0001408  .0001271
T 9310 19 .1519025E+11   2300004E-01 -.5506E+01  .1124E+02   .9999999  .0000110 -.0000092
T 9311 19 .1519090E+11   2300022E-01 -.1595E+02 -.5778E+01   .9999999 -.0002236 -.0001110
T 9312 19 .1518958E+11   2300006E-01  .1218E+02 -.1561E+02   .9999999  .0002057 -.0001437
T 9313 19 .1518896E+11   2300019E-01  .2239E+02 -.3450E+02   .9999998  .0003119 -.0004667
T 9314 19 .1519049E+11   2300019E-01 -.7160E+01 -.4059E+01   .9999999 -.0000263 -.0000166
T 9315 19 .1518906E+11   2300018E-01  .2504E+01 -.4790E+00   .9999999 -.0001247  .0000918
T 9316 19 .1518988E+11   2300009E-01  .3368E+02  .9115E+01   .9999999  .0003407  .0001837
T 9317 19 .1519155E+11   2300003E-01 -.1608E+02 -.8241E+01   .9999999 -.0002436 -.0002802
T 9318 19 .1519166E+11   2300001E-01 -.6060E+01  .7728E+01   .9999999 -.0001297  .0000883
T 9319 19 .1518913E+11   2300022E-01 -.2709E+02 -.1359E+02   .9999999 -.0001048 -.0001606
T 9320 19 .1519013E+11   2300010E-01 -.3243E+02 -.8617E+01   .9999999 -.0003101 -.0000829
T 9321 19 .1518959E+11   2300011E-01 -.1566E+02  .6783E+01   .9999999 -.0004249  .0000831
T 9322 19 .1518720E+11   2300005E-01  .6160E+01  .6293E+01   .9999999  .0000681  .0001301
T 9323 19 .1519042E+11   2300007E-01 -.4025E+02 -.4088E+02   .9999995 -.0007607 -.0006178
T 9324 19 .1519007E+11   2300003E-01  .1414E+02 -.1667E+02   .9999999  .0000514 -.0004993
T 9325 19 .1519010E+11   2300014E-01  .3955E+01  .1249E+01   .9999999  .0000495  .0000591
T 9326 19 .1518947E+11   2300015E-01 -.1540E+02  .2489E+01   .9999999 -.0001338 -.0000018
T 9327 19 .1518942E+11   2300021E-01  .6414E+01  .2052E+01   .9999999  .0001216  .0000662
T 9328 19 .1518892E+11   2300001E-01  .2372E+02  .3573E+02   .9999998  .0003916  .0004791
T 9329 19 .1518980E+11   2300007E-01 -.7225E+02 -.1354E+02   .9999993 -.0010733 -.0005052
T 9330 19 .1519059E+11   2300008E-01  .1129E+02 -.9969E+01   .9999999  .0001354 -.0002440
T 9331 19 .1519054E+11   2300018E-01  .1305E+02  .1136E+02   .9999999  .0002300  .0000558
T 9332 19 .1519009E+11   2300016E-01 -.7995E+01 -.1059E+02   .9999999 -.0002888 -.0002377
T 9333 19 .1519116E+11   2300015E-01 -.5015E+01 -.7136E+01   .9999999 -.0001366 -.0000669
T 9334 19 .1519191E+11   2300020E-01 -.1073E+02  .1486E+02   .9999999 -.0001411  .0001385
T 9335 19 .1519043E+11   2300005E-01  .5616E+01 -.5332E+01   .9999999  .0000623 -.0001120
T 9336 19 .1518837E+11   2300000E-01  .2198E+02  .5344E+01   .9999999  .0002698  .0001303
T 9337 19 .1518962E+11   2300014E-01 -.3881E+01  .4821E+01   .9999999  .0000433 -.0000653
T 9338 19 .1518982E+11   2300019E-01 -.4753E+01  .4990E+01   .9999999 -.0001712 -.0000695
T 9339 19 .1518931E+11   2300004E-01  .1224E+01 -.2840E+00   .9999999  .0000450 -.0000751
T 9340 19 .1519175E+11   2300017E-01 -.1296E+02 -.2465E+02   .9999999 -.0002169 -.0003503
T 9341 19 .1518927E+11   2300017E-01 -.9210E+01  .4899E+01   .9999999 -.0001923 -.0000429
T 9342 19 .1518889E+11   2300001E-01  .1565E+01  .3083E+00   .9999999  .0000432 -.0000212
T 9343 19 .1518948E+11   2300020E-01  .4359E+00  .3084E+01   .9999999  .0000680  .0000556
T 9344 19 .1518940E+11   2300014E-01 -.1297E+02  .3872E+02   .9999999 -.0000946  .0003602
T 9345 19 .1519011E+11   2300009E-01 -.8019E+01  .7752E+01   .9999999 -.0002022  .0001564
T 9346 19 .1519218E+11   2300020E-01  .1624E+01 -.1352E+02   .9999999  .0000687 -.0001449
T 9347 19 .1518903E+11   2300005E-01 -.8843E+01 -.6951E+01   .9999999 -.0000930 -.0000965
T 9348 19 .1519063E+11   2300019E-01  .1685E+02  .2029E+02   .9999999  .0001565  .0001705
T 9349 19 .1519156E+11   2300017E-01  .4549E+02 -.2288E+02   .9999998  .0006015 -.0003319
T 9350 19 .1519113E+11   2300021E-01  .2828E+02 -.1377E+02   .9999999  .0003945 -.0001920
T 9351 19 .1519063E+11   2300006E-01 -.4637E+01  .6804E+00   .9999999  .0000871  .0001335
T 9352 19 .1518880E+11   2300010E-01 -.2912E+01  .7258E+01   .9999999 -.0000572  .0001120
T 9353 19 .1518956E+11   2300012E-01 -.7457E+01 -.1235E+01   .9999999 -.0000971  .0000373
T 9354 19 .1518907E+11   2300011E-01  .1013E+02  .1002E+02   .9999999  .0001418 -.0000204
T 9355 19 .1518919E+11   2300005E-01  .2158E+02  .1120E+02   .9999999  .0001192  .0000532
T 9356 19 .1519033E+11   2300001E-01  .2452E+02 -.5293E+01   .9999999  .0002530  .0000126
T 9357 19 .1518908E+11   2300001E-01  .2618E+00 -.4343E+01   .9999999  .0000430 -.0000793
T 9358 19 .1518950E+11   2300020E-01 -.2199E+02 -.1208E+02   .9999999 -.0003200 -.0001843
T 9359 19 .1519009E+11   2300022E-01 -.1808E+02  .1773E+02   .9999999 -.0001451  .0001311
T 9360 19 .1519189E+11   2300013E-01 -.4351E+00  .2919E+02   .9999999 -.0001185  .0003476
T 9361 19 .1518975E+11   2300012E-01 -.8863E-01  .1272E+02   .9999999 -.0000208  .0000989
T 9362 19 .1518925E+11   2300018E-01 -.3784E+02  .5141E+01   .9999999 -.0003404  .0001842
T 9363 19 .1518870E+11   2300011E-01 -.1491E+02 -.5755E+01   .9999998 -.0003265 -.0005918
T 9364 19 .1519043E+11   2300022E-01 -.3466E+01  .1267E+02   .9999999 -.0001791  .0001330
T 9365 19 .1518909E+11   2300021E-01  .3251E+01 -.2222E+01   .9999999  .0001595 -.0000050
T 9366 19 .1518910E+11   2300005E-01  .7253E+01  .4415E+01   .9999999  .0000812  .0002672
T 9367 19 .1518908E+11   2300019E-01  .2944E+01 -.3344E+01   .9999999  .0001237 -.0000520
T 9368 19 .1518969E+11   2300002E-01 -.4039E+01 -.4499E+01   .9999999 -.0001574 -.0002413
T 9369 19 .1519052E+11   2300004E-01  .7954E+01 -.2370E+02   .9999999 -.0000378 -.0003123
T 9370 19 .1519022E+11   2300005E-01  .2644E+02  .1301E+02   .9999999  .0002689  .0000205
T 9371 19 .1519027E+11   2300019E-01  .2842E+01  .8591E+01   .9999999 -.0000109  .0001667
T 9372 19 .1519074E+11   2300016E-01  .2027E+02 -.1427E+01   .9999999  .0003772 -.0001745
T 9373 19 .1518957E+11   2300014E-01 -.5478E+01  .1131E+02   .9999999 -.0001286  .0000872
T 9374 19 .1519167E+11   2300020E-01 -.6988E+01  .7853E+01   .9999999 -.0000837  .0001197
T 9375 19 .1518970E+11   2300020E-01 -.9987E+01  .1216E+02   .9999999 -.0000987  .0001990
T 9376 19 .1518984E+11   2300008E-01  .2840E+02 -.8988E+01   .9999999  .0003120 -.0000590
T 9377 19 .1519017E+11   2300015E-01  .4553E+01 -.2414E+00   .9999999  .0000604 -.0000598
T 9378 19 .1518906E+11   2300018E-01 -.1219E+02  .5205E+00   .9999999 -.0001692  .0000253
T 9379 19 .1518827E+11   2300005E-01 -.1804E+01  .1424E+01   .9999999 -.0001085  .0000590
T 9380 19 .1519071E+11   2300005E-01  .2632E+02  .1350E+02   .9999999  .0002980  .0001676
T 9381 19 .1519020E+11   2300021E-01  .5872E+01 -.4261E+01   .9999999  .0000863  .0000000
T 9382 19 .1519179E+11   2300021E-01  .8695E+01  .8836E+01   .9999999  .0001177  .0001371
T 9383 19 .1519028E+11   2300004E-01 -.6548E+01 -.4440E+01   .9999999 -.0000637 -.0000234
T 9384 19 .1518969E+11   2300000E-01 -.1321E+00 -.6208E+01   .9999999  .0000367  .0000671
T 9385 19 .1518977E+11   2300013E-01 -.6969E+01 -.2537E+02   .9999999 -.0001924 -.0002406
T 9386 19 .1518938E+11   2300021E-01  .2123E+01  .1137E+02   .9999999 -.0000474  .0001445
T 9387 19 .1518964E+11   2300008E-01  .9473E+01 -.7933E+00   .9999999  .0002804 -.0001346
T 9388 19 .1518928E+11   2300015E-01  .2210E+02  .1520E+02   .9999999  .0003630  .0001324
T 9389 19 .1518974E+11   2300006E-01  .1952E+02  .2152E+02   .9999999  .0000120 -.0000399
T 9390 19 .1519146E+11   2300003E-01 -.3230E+01  .1296E+02   .9999999 -.0000359  .0000472
T 9391 19 .1519119E+11   2300013E-01  .2097E+02 -.7006E+01   .9999999  .0001709 -.0000667
T 9392 19 .1519042E+11   2300021E-01  .7958E+01 -.6727E+01   .9999999  .0001846 -.0001976
T 9393 19 .1519066E+11   2300016E-01  .1853E+01 -.1191E+02   .9999999 -.0000255 -.0001323
T 9394 19 .1519039E+11   2300012E-01 -.8169E+01 -.8581E+01   .9999999 -.0000294 -.0000940
T 9395 19 .1519201E+11   2300013E-01  .1128E+01  .2947E+01   .9999999  .0000228  .0001384
T 9396 19 .1519013E+11   2300006E-01  .3735E+01  .1762E+02   .9999999 -.0001341  .0003960
T 9397 19 .1518975E+11   2300016E-01 -.1271E+02 -.1569E+02   .9999999  .0000876 -.0002189
T 9398 19 .1519023E+11   2300008E-01 -.6123E+01  .1932E+02   .9999999 -.0001122  .0004369
T 9399 19 .1518986E+11   2300005E-01  .3999E-01 -.7876E+01   .9999999 -.0000164 -.0001558
T 9400 19 .1518881E+11   2300018E-01  .5833E+01  .1159E+02   .9999998  .0003340  .0004735
T 9401 19 .1519109E+11   2300001E-01 -.8583E+00 -.2752E+01   .9999999 -.0000549 -.0000827
T 9402 19 .1519011E+11   2300009E-01 -.4515E+01 -.5123E+01   .9999999 -.0003172 -.0002060
T 9403 19 .1519071E+11   2300021E-01  .4312E+00 -.5531E+01   .9999999 -.0000479 -.0000976
T 9404 19 .1519029E+11   2300017E-01 -.4288E+01 -.7740E+01   .9999999  .0000376 -.0001167
T 9405 19 .1518846E+11   2300015E-01 -.1400E+02  .8609E+01   .9999999 -.0002614  .0001597
T 9406 19 .1518935E+11   2300010E-01 -.1043E+02  .1236E+02   .9999999 -.0002605  .0001914
T 9407 19 .1518955E+11   2300006E-01  .1668E+02  .7735E+00   .9999999  .0002641 -.0001313
T 9408 19 .1519068E+11   2300002E-01 -.8310E+01  .9433E+01   .9999999 -.0000636  .0000332
T 9409 19 .1518999E+11   2300001E-01 -.5045E+01 -.9689E+01   .9999999  .0000429 -.0000764
T 9410 19 .1519008E+11   2300004E-01 -.1043E+02  .1007E+02   .9999999 -.0001305  .0001893
T 9411 19 .1518865E+11   2300021E-01 -.2430E+00 -.8926E+00   .9999999 -.0002188  .0000900
