============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  K(15.2 GeV) ==> Podk³adka+Tarcza(  34 um) ================
T 2780 19 .1518332E+11   3400018E-01  .2944E+02  .1082E+02   .9999999  .0001212 -.0000842
T 2781 19 .1518264E+11   3400011E-01 -.1301E+02 -.3434E+02   .9999999 -.0000296 -.0001919
T 2782 19 .1518279E+11   3400002E-01  .4697E+02 -.5190E+02   .9999999  .0003176 -.0002958
T 2783 19 .1518410E+11   3400010E-01 -.3101E+02  .1413E+02   .9999999 -.0002082 -.0000223
T 2784 19 .1518367E+11   3400010E-01  .2080E+02  .5865E-03   .9999999  .0001609 -.0000105
T 2785 19 .1518338E+11   3400009E-01  .1680E+02  .7001E+02   .9999999  .0001677  .0002839
T 2786 19 .1518268E+11   3400014E-01  .1954E+01  .1554E+02   .9999999 -.0000455 -.0000994
T 2787 19 .1518186E+11   3400021E-01 -.1745E+02  .1518E+02   .9999999 -.0000531  .0000836
T 2788 19 .1518348E+11   3400000E-01 -.3029E+02  .3691E+01   .9999999 -.0001354  .0000494
T 2789 19 .1518386E+11   3400019E-01  .1728E+02  .3426E+02   .9999999  .0001691  .0002357
T 2790 19 .1518163E+11   3400005E-01 -.3199E+02  .1037E+02   .9999999 -.0000710  .0000969
T 2791 19 .1518287E+11   3400014E-01  .2917E+02  .2713E+02   .9999999  .0002215  .0001457
T 2792 19 .1518489E+11   3400022E-01 -.2671E+01  .1454E+02   .9999999 -.0001362  .0002681
T 2793 19 .1518352E+11   3400022E-01  .8767E+01  .2347E+02   .9999999 -.0000802  .0001936
T 2794 19 .1518464E+11   3400013E-01  .2040E+02  .9598E+01   .9999999  .0003076  .0000895
T 2795 19 .1518233E+11   3400012E-01 -.7263E+01 -.2485E+02   .9999999  .0000295 -.0000681
T 2796 19 .1518285E+11   3400021E-01 -.1920E+02 -.3281E+02   .9999999  .0000742 -.0000460
T 2797 19 .1518257E+11   3400017E-01 -.1153E+02 -.6422E+01   .9999999 -.0000155  .0000452
T 2798 19 .1518128E+11   3400015E-01  .4202E+01  .1139E+00   .9999999  .0001028  .0001111
T 2799 19 .1518271E+11   3400002E-01  .1095E+02 -.2362E+02   .9999999  .0000357 -.0001263
T 2800 19 .1518185E+11   3400019E-01 -.3598E+00  .2376E+02   .9999999  .0000119  .0001167
T 2801 19 .1518227E+11   3400017E-01  .7837E+02  .1024E+02   .9999999  .0005092 -.0000272
T 2802 19 .1518272E+11   3400011E-01 -.1131E+02  .3594E+02   .9999999 -.0001307  .0002709
T 2803 19 .1518318E+11   3400001E-01  .3458E+02  .3468E-01   .9999999  .0000439 -.0001055
T 2804 19 .1518268E+11   3400000E-01  .1496E+02 -.1250E+02   .9999999  .0002498 -.0000864
T 2805 19 .1518146E+11   3400013E-01  .2730E+02 -.2089E+02   .9999999  .0001222 -.0001710
T 2806 19 .1518249E+11   3400000E-01 -.6726E+01  .9839E+01   .9999999 -.0002641  .0001049
T 2807 19 .1518253E+11   3400020E-01  .3031E+00 -.7111E+01   .9999999 -.0001214 -.0003716
T 2808 19 .1518135E+11   3400020E-01  .5795E+01 -.5302E+02   .9999999  .0000251 -.0003016
T 2809 19 .1518276E+11   3400020E-01 -.2013E+02 -.1710E+02   .9999999 -.0002584 -.0001088
T 2810 19 .1518070E+11   3400002E-01 -.6550E+00  .1684E+02   .9999999 -.0000434  .0001405
T 2811 19 .1518259E+11   3400007E-01 -.3095E+02 -.2000E+02   .9999999 -.0000575 -.0000316
T 2812 19 .1518260E+11   3400004E-01 -.2306E+02 -.8531E+01   .9999999 -.0000933 -.0001444
T 2813 19 .1518170E+11   3400010E-01 -.9474E+01  .1924E+02   .9999999  .0000952  .0001624
T 2814 19 .1518063E+11   3400019E-01  .1005E+02  .8457E+01   .9999999  .0002878 -.0001769
T 2815 19 .1518453E+11   3400010E-01 -.1357E+01  .6856E+01   .9999999 -.0000233  .0000145
T 2816 19 .1518290E+11   3400022E-01  .2600E+01  .8831E+02   .9999997 -.0001735  .0007703
T 2817 19 .1518302E+11   3400011E-01 -.1742E+02 -.1340E+02   .9999999 -.0001515 -.0001725
T 2818 19 .1518199E+11   3400019E-01  .3526E+02 -.1955E+02   .9999999  .0004031  .0000128
T 2819 19 .1518098E+11   3400014E-01 -.8721E+01 -.4631E+01   .9999999 -.0000440  .0000685
T 2820 19 .1518216E+11   3400020E-01 -.1450E+02  .3437E+02   .9999999 -.0002167  .0003450
T 2821 19 .1518232E+11   3400010E-01 -.8019E+02 -.5769E+02   .9999998 -.0004822 -.0003789
T 2822 19 .1518108E+11   3400008E-01 -.2778E+01 -.6641E+02   .9999998 -.0000519 -.0006633
T 2823 19 .1518319E+11   3400014E-01  .4070E+01 -.2426E+02   .9999999 -.0001173 -.0000867
T 2824 19 .1518337E+11   3400017E-01  .3902E+02 -.2051E+02   .9999999  .0002136 -.0000657
T 2825 19 .1518190E+11   3400016E-01  .1629E+02 -.1829E+02   .9999999 -.0000474 -.0001616
T 2826 19 .1518374E+11   3400008E-01 -.1763E+02  .5253E+02   .9999999  .0000327  .0003792
T 2827 19 .1518330E+11   3400013E-01  .1663E+02  .3816E+02   .9999999  .0002126  .0002150
T 2828 19 .1518111E+11   3400005E-01  .1025E+02 -.2511E+02   .9999999 -.0001940 -.0003695
T 2829 19 .1518234E+11   3400017E-01  .1233E+02 -.1073E+02   .9999999  .0001126 -.0001287
T 2830 19 .1518292E+11   3400013E-01  .1396E+02 -.4229E+02   .9999999  .0000680 -.0002171
T 2831 19 .1518205E+11   3400010E-01  .1565E+02 -.3756E+01   .9999999  .0000663  .0000471
T 2832 19 .1518301E+11   3400022E-01 -.1172E+02  .3230E+02   .9999999 -.0000882  .0005319
T 2833 19 .1518112E+11   3400008E-01  .3434E+02 -.2237E+01   .9999999  .0004345  .0001929
T 2834 19 .1518108E+11   3400011E-01  .1501E+02 -.1876E+02   .9999999 -.0000231 -.0003387
T 2835 19 .1518226E+11   3400003E-01  .1641E+02 -.8881E+00   .9999999 -.0000113  .0001007
T 2836 19 .1518308E+11   3400003E-01 -.1148E+03  .1658E+02   .9999996 -.0009264  .0000579
T 2837 19 .1518068E+11   3400010E-01 -.6380E+01  .5400E+01   .9999999 -.0002033 -.0000960
T 2838 19 .1518264E+11   3400021E-01  .3206E+02  .7050E+00   .9999999  .0002060  .0000664
T 2839 19 .1518123E+11   3400013E-01  .4195E+02 -.1648E+02   .9999997  .0005354 -.0004795
T 2840 19 .1518207E+11   3400001E-01  .3044E+02  .3624E+02   .9999999 -.0000132  .0001638
T 2841 19 .1518119E+11   3400019E-01  .1138E+03 -.1869E+01   .9999999  .0003542 -.0000416
T 2842 19 .1518374E+11   3400017E-01  .1234E+02 -.3499E+02   .9999998  .0003993 -.0003910
T 2843 19 .1518089E+11   3400014E-01  .3987E+01 -.1848E+02   .9999999 -.0001186 -.0001982
T 2844 19 .1518231E+11   3400001E-01  .4568E+02 -.4451E+02   .9999999  .0004449 -.0001787
T 2845 19 .1517988E+11   3400007E-01 -.2765E+02 -.1034E+02   .9999999 -.0004140 -.0000676
T 2846 19 .1518335E+11   3400013E-01  .5194E+02 -.2940E+02   .9999998  .0005802 -.0002026
T 2847 19 .1518327E+11   3400007E-01  .5333E+02  .7216E+02   .9999999  .0002347  .0003850
T 2848 19 .1518472E+11   3400005E-01 -.2411E+02 -.2120E+02   .9999999 -.0000863 -.0002203
T 2849 19 .1518300E+11   3400017E-01 -.1417E+02 -.5517E+01   .9999999 -.0001738  .0000848
T 2850 19 .1518270E+11   3400011E-01 -.1840E+02 -.4084E+02   .9999999 -.0000619 -.0003378
T 2851 19 .1518201E+11   3400022E-01  .1302E+01  .1329E+02   .9999999  .0000150  .0000289
T 2852 19 .1518234E+11   3400020E-01 -.1053E+03  .5606E+02   .9999998 -.0006393  .0000934
T 2853 19 .1518115E+11   3400015E-01  .9488E+01  .1028E+02   .9999999 -.0001297 -.0000141
T 2854 19 .1518335E+11   3400022E-01  .2029E+02  .6744E+02   .9999999  .0001930  .0003880
T 2855 19 .1518428E+11   3400020E-01 -.2386E+02 -.6622E+01   .9999999 -.0002487 -.0000737
T 2856 19 .1518193E+11   3400012E-01 -.4143E+02 -.6012E+01   .9999999 -.0005301  .0001054
T 2857 19 .1518378E+11   3400009E-01  .2566E+02 -.6844E+01   .9999999  .0002658 -.0000479
T 2858 19 .1518223E+11   3400021E-01  .3284E+02 -.2034E+02   .9999999  .0000817  .0003750
T 2859 19 .1518398E+11   3400022E-01 -.1605E+02 -.1470E+02   .9999999 -.0002528 -.0002200
T 2860 19 .1518233E+11   3400012E-01  .1227E+02  .1213E+02   .9999999  .0001984  .0001812
T 2861 19 .1518380E+11   3400010E-01  .2567E+02 -.1835E+02   .9999999  .0002182 -.0001191
T 2862 19 .1518345E+11   3400004E-01 -.9152E+00  .6098E+02   .9999999  .0000778  .0003955
T 2863 19 .1518267E+11   3400010E-01  .2675E+02  .3099E+01   .9999999  .0001850 -.0000323
T 2864 19 .1518387E+11   3400020E-01  .3367E+02 -.4161E+01   .9999999  .0002587 -.0000751
T 2865 19 .1518387E+11   3400022E-01  .2939E+02 -.4127E+02   .9999998  .0000077 -.0005748
T 2866 19 .1517985E+11   3400015E-01 -.3370E+02  .5111E+02   .9999999 -.0001063  .0002890
T 2867 19 .1518297E+11   3400001E-01 -.1552E+02  .1393E+02   .9999999 -.0000281 -.0000105
T 2868 19 .1518220E+11   3400007E-01  .2329E+02  .4038E+01   .9999999 -.0000563  .0000368
T 2869 19 .1518022E+11   3400022E-01  .2641E+02 -.1470E+02   .9999999  .0001777  .0000213
T 2870 19 .1518264E+11   3400000E-01  .4728E+02 -.7040E+01   .9999999  .0002603 -.0000792
T 2871 19 .1518184E+11   3400019E-01  .4996E+02 -.1246E+02   .9999999  .0003341  .0000032
T 2872 19 .1518198E+11   3400002E-01  .1173E+02  .4552E+02   .9999999  .0000056  .0001970
T 2873 19 .1518263E+11   3400013E-01  .6255E+01  .1303E+01   .9999999 -.0000205 -.0000421
T 2874 19 .1518445E+11   3400009E-01 -.3937E+02 -.2748E+02   .9999999 -.0003772 -.0001137
T 2875 19 .1518247E+11   3400013E-01 -.6127E+02  .3952E+02   .9999999 -.0004151  .0001295
T 2876 19 .1518197E+11   3400011E-01  .9594E+00 -.1943E+02   .9999999 -.0000408 -.0002354
T 2877 19 .1518239E+11   3400021E-01 -.2302E+02  .1397E+02   .9999999 -.0001513 -.0000771
T 2878 19 .1518371E+11   3400017E-01 -.1872E+02  .1138E+02   .9999999 -.0000757 -.0000040
T 2879 19 .1518248E+11   3400019E-01 -.3442E+02 -.1287E+02   .9999999 -.0001784 -.0000945
T 2880 19 .1518419E+11   3400019E-01  .5533E+01  .1500E+02   .9999999 -.0001416  .0002064
T 2881 19 .1518345E+11   3400012E-01 -.2728E+03  .2214E+03   .9999987 -.0011693  .0010794
T 2882 19 .1518430E+11   3400004E-01  .1206E+01  .4114E+02   .9999997 -.0000064  .0007303
T 2883 19 .1518343E+11   3400012E-01 -.2601E+02 -.7896E+02   .9999997 -.0002559 -.0006986
T 2884 19 .1518170E+11   3400006E-01  .9304E+00  .7165E+02   .9999999 -.0000762  .0003666
T 2885 19 .1518155E+11   3400015E-01 -.4884E+01 -.1584E+02   .9999999  .0000970 -.0001590
T 2886 19 .1518435E+11   3400009E-01 -.3286E+02 -.8299E+01   .9999999 -.0002007 -.0000959
T 2887 19 .1518311E+11   3400018E-01  .1930E+02 -.2749E+02   .9999999 -.0000764 -.0000805
T 2888 19 .1518329E+11   3400003E-01 -.2309E+02 -.3787E+02   .9999999 -.0001866 -.0001729
T 2889 19 .1518006E+11   3400016E-01 -.1168E+02  .8139E+01   .9999999 -.0002359 -.0001059
T 2890 19 .1518293E+11   3400003E-01  .5359E+02  .6349E+02   .9999997  .0005791  .0005372
T 2891 19 .1518455E+11   3400013E-01  .3455E+02 -.2592E+02   .9999999  .0002517 -.0002574
T 2892 19 .1518286E+11   3400019E-01  .4038E+02 -.4076E+02   .9999999  .0001419 -.0000790
T 2893 19 .1518198E+11   3400017E-01 -.3428E+02 -.3088E+02   .9999999 -.0002241 -.0001060
T 2894 19 .1518245E+11   3400009E-01  .1338E+02  .5772E+02   .9999999  .0003473  .0002700
T 2895 19 .1518317E+11   3400000E-01 -.6166E+02 -.2192E+02   .9999999 -.0004242 -.0000379
T 2896 19 .1518443E+11   3400015E-01 -.1499E+02 -.6087E-01   .9999999 -.0002291  .0000860
T 2897 19 .1518144E+11   3400012E-01 -.4093E+02  .1800E+02   .9999999 -.0002615  .0001072
T 2898 19 .1518301E+11   3400012E-01 -.1115E+03 -.1643E+02   .9999999 -.0003399 -.0003230
T 2899 19 .1518132E+11   3400008E-01 -.8180E+02 -.7947E+01   .9999999 -.0005193 -.0000571
T 2900 19 .1518215E+11   3400018E-01  .3680E+02 -.5289E+01   .9999999  .0001085 -.0001786
T 2901 19 .1518313E+11   3400012E-01  .1757E+02  .4125E+02   .9999999  .0002168  .0001924
T 2902 19 .1518241E+11   3400010E-01  .3471E+02  .5891E+02   .9999999  .0000499  .0004013
T 2903 19 .1518159E+11   3400019E-01  .2519E+00  .7189E+01   .9999999 -.0001561  .0002029
T 2904 19 .1518400E+11   3400003E-01  .2980E+02  .4136E+01   .9999999  .0003315  .0001549
T 2905 19 .1518389E+11   3400017E-01  .7846E+01 -.8052E+02   .9999998  .0001803 -.0005653
T 2906 19 .1518283E+11   3400020E-01  .1161E+02 -.3688E+01   .9999999  .0000893  .0000731
T 2907 19 .1518346E+11   3400016E-01  .4087E+01  .2280E+02   .9999999 -.0000783  .0000363
T 2908 19 .1518104E+11   3400014E-01 -.3745E+02  .1785E+02   .9999999 -.0000980  .0000986
T 2909 19 .1518219E+11   3400002E-01  .4445E+02  .9978E+01   .9999999  .0003732  .0001999
T 2910 19 .1518269E+11   3400015E-01  .7972E+02 -.1003E+03   .9999997  .0005944 -.0004424
T 2911 19 .1518443E+11   3400022E-01  .1988E+02 -.1584E+02   .9999999  .0003665 -.0003873
T 2912 19 .1518261E+11   3400015E-01 -.2666E+02 -.1501E+02   .9999999 -.0002531 -.0000741
T 2913 19 .1518029E+11   3400009E-01 -.5196E+01  .4573E+02   .9999999 -.0002868  .0000121
T 2914 19 .1518451E+11   3400021E-01 -.1163E+03 -.2292E+03   .9999982 -.0010344 -.0016172
T 2915 19 .1518459E+11   3400003E-01 -.5329E+01  .3828E+01   .9999999  .0001092  .0000037
T 2916 19 .1518198E+11   3400011E-01 -.7776E+00 -.2826E+02   .9999999  .0001487 -.0002204
T 2917 19 .1518259E+11   3400011E-01 -.1698E+02 -.2068E+02   .9999999 -.0001222 -.0001061
T 2918 19 .1518141E+11   3400015E-01  .1110E+03  .5542E+02   .9999995  .0008806  .0004671
T 2919 19 .1518427E+11   3400022E-01  .3022E+01 -.3858E+02   .9999999 -.0001319 -.0004508
T 2920 19 .1518177E+11   3400014E-01 -.2146E+01 -.5176E+02   .9999999 -.0000025 -.0003837
T 2921 19 .1518371E+11   3400023E-01 -.2352E+02 -.1170E+02   .9999999 -.0000527 -.0000983
T 2922 19 .1518335E+11   3400018E-01  .3488E+02  .3310E+02   .9999999  .0003189  .0001276
T 2923 19 .1518399E+11   3400005E-01 -.2553E+02 -.4226E+02   .9999999 -.0000258 -.0005136
T 2924 19 .1518590E+11   3400009E-01  .3447E+02 -.5308E+02   .9999999  .0004663 -.0002169
T 2925 19 .1518242E+11   3400009E-01 -.4616E+01  .1382E+01   .9999999 -.0000434 -.0000609
T 2926 19 .1518243E+11   3400005E-01  .1557E+02  .1018E+02   .9999999 -.0000397  .0001107
T 2927 19 .1518133E+11   3400021E-01 -.9256E+02  .6447E+02   .9999998 -.0005742  .0002505
T 2928 19 .1518237E+11   3400017E-01  .2224E+02  .5230E+02   .9999999  .0001481  .0003545
T 2929 19 .1518464E+11   3400009E-01  .2702E+01  .2052E+02   .9999999  .0001993  .0001630
T 2930 19 .1518146E+11   3400014E-01 -.1067E+02  .1338E+02   .9999999 -.0001966 -.0000018
T 2931 19 .1518274E+11   3400011E-01 -.1090E+02 -.2091E+02   .9999999 -.0000353  .0000379
T 2932 19 .1518207E+11   3400016E-01  .2523E+02  .3093E+02   .9999999  .0000255  .0004089
T 2933 19 .1518414E+11   3400020E-01  .2861E+02  .2268E+01   .9999999  .0003384 -.0000502
T 2934 19 .1518378E+11   3400012E-01 -.1231E+02 -.5640E+02   .9999998 -.0000028 -.0006608
T 2935 19 .1518387E+11   3400007E-01  .5005E+02  .9289E+01   .9999999  .0002172  .0001167
T 2936 19 .1518399E+11   3400009E-01  .1517E+01  .6736E+01   .9999999  .0000587  .0002193
T 2937 19 .1518455E+11   3400002E-01  .8212E+02  .5430E+01   .9999998  .0006733 -.0001919
T 2938 19 .1518136E+11   3400013E-01  .2556E+02 -.1190E+02   .9999999  .0001393 -.0003412
T 2939 19 .1518249E+11   3400022E-01  .3067E+02 -.2923E+02   .9999999  .0001149 -.0001809
T 2940 19 .1518158E+11   3400011E-01  .4581E+01 -.1560E+02   .9999999  .0000917 -.0001761
T 2941 19 .1518290E+11   3400015E-01 -.1985E+02 -.2229E+02   .9999999 -.0002597 -.0000350
T 2942 19 .1518077E+11   3400014E-01 -.3944E+02 -.2246E+02   .9999999 -.0002131 -.0002729
T 2943 19 .1518297E+11   3400014E-01 -.1339E+02 -.2131E+02   .9999999 -.0002601 -.0000944
T 2944 19 .1518336E+11   3400015E-01 -.2003E+02  .2282E+02   .9999999 -.0000822  .0000761
T 2945 19 .1518244E+11   3400019E-01 -.6015E+01 -.1212E+02   .9999999 -.0000442 -.0001429
T 2946 19 .1518202E+11   3400016E-01  .3264E+02 -.2409E+02   .9999999  .0002444 -.0000742
T 2947 19 .1518116E+11   3400022E-01 -.1122E+01 -.8156E+01   .9999999 -.0000471 -.0000195
T 2948 19 .1518372E+11   3400020E-01 -.1159E+02 -.1545E+02   .9999999 -.0001013 -.0001109
T 2949 19 .1518049E+11   3400014E-01  .1048E+02  .6950E+01   .9999999 -.0000533 -.0000502
T 2950 19 .1518242E+11   3400003E-01 -.3253E+01  .2858E+02   .9999999 -.0001167  .0001572
T 2951 19 .1518157E+11   3400016E-01 -.1523E+02 -.3242E+02   .9999999 -.0002105 -.0002760
T 2952 19 .1518311E+11   3400010E-01  .5674E+01  .1241E+02   .9999999 -.0000628  .0000983
T 2953 19 .1518423E+11   3400003E-01 -.1662E+02 -.2558E+02   .9999999 -.0000513 -.0002028
T 2954 19 .1518228E+11   3400007E-01 -.3387E+01 -.5204E+01   .9999999 -.0000782 -.0000246
T 2955 19 .1518224E+11   3400021E-01 -.7714E+02 -.2502E+02   .9999997 -.0006591  .0002687
T 2956 19 .1518151E+11   3400022E-01  .1804E+01 -.8222E+01   .9999999  .0001246 -.0001590
T 2957 19 .1518036E+11   3400018E-01 -.1398E+02  .3725E+02   .9999998  .0000966  .0005566
T 2958 19 .1518011E+11   3400002E-01  .2848E+00 -.4681E+02   .9999999 -.0000312 -.0001028
T 2959 19 .1518379E+11   3400014E-01  .1768E+02  .1381E+02   .9999999  .0003627 -.0001437
T 2960 19 .1517986E+11   3400022E-01 -.7368E+00 -.7317E+02   .9999999  .0001868 -.0004484
T 2961 19 .1518329E+11   3400010E-01 -.2383E+02 -.2208E+02   .9999999 -.0001492 -.0000230
T 2962 19 .1518444E+11   3400011E-01 -.4267E+02 -.4662E+02   .9999999 -.0001422 -.0003518
T 2963 19 .1518083E+11   3400021E-01 -.1381E+02  .1735E+01   .9999999 -.0001582  .0000289
T 2964 19 .1518189E+11   3400002E-01 -.2433E+02 -.2154E+02   .9999999 -.0001968 -.0000720
T 2965 19 .1518256E+11   3400006E-01  .1560E+03  .8710E+02   .9999990  .0012653  .0005513
T 2966 19 .1518232E+11   3400005E-01  .6381E+02 -.2526E+01   .9999999  .0003331 -.0002328
T 2967 19 .1518067E+11   3400011E-01 -.1913E+02  .7369E+01   .9999999 -.0002017  .0000165
T 2968 19 .1518450E+11   3400020E-01  .5431E+01  .5996E+02   .9999999  .0001379  .0002541
T 2969 19 .1518129E+11   3400000E-01 -.6931E+01  .2378E+02   .9999999 -.0000751  .0000968
T 2970 19 .1518175E+11   3400014E-01 -.3063E+02 -.2390E+02   .9999999 -.0001716 -.0002071
T 2971 19 .1518177E+11   3400001E-01 -.4643E+02 -.4253E+02   .9999999 -.0003750 -.0003175
T 2972 19 .1518415E+11   3400007E-01  .2396E+02 -.4615E+02   .9999999  .0001870 -.0002079
T 2973 19 .1518267E+11   3400016E-01 -.9297E+01  .3644E+02   .9999999 -.0000711  .0003194
T 2974 19 .1518370E+11   3400003E-01  .2219E+02  .1576E+02   .9999999  .0001895 -.0000111
T 2975 19 .1518235E+11   3400012E-01 -.1130E+02  .2924E+02   .9999999 -.0001583  .0000537
T 2976 19 .1518337E+11   3400023E-01  .1867E+02 -.3295E+02   .9999999  .0001699 -.0000545
T 2977 19 .1518231E+11   3400009E-01 -.5928E+02 -.6080E+01   .9999999 -.0003486 -.0000153
T 2978 19 .1518433E+11   3400011E-01 -.6640E+01  .2135E+02   .9999999 -.0001264  .0001200
T 2979 19 .1518311E+11   3400021E-01 -.7087E+02  .1612E+03   .9999999 -.0002584  .0004157
T 2980 19 .1518192E+11   3400018E-01 -.1605E+02 -.1410E+02   .9999999 -.0001402 -.0000284
T 2981 19 .1518300E+11   3400021E-01  .4230E+02  .4997E+01   .9999999  .0003257  .0001235
T 2982 19 .1518201E+11   3400005E-01  .3074E+02  .4695E+02   .9999999  .0001497  .0001699
T 2983 19 .1518095E+11   3400018E-01  .2223E+02  .3085E+02   .9999999  .0000973  .0001194
T 2984 19 .1518457E+11   3400015E-01 -.5425E+02 -.1758E+02   .9999999 -.0005047 -.0002111
T 2985 19 .1518485E+11   3400001E-01 -.1264E+02  .7667E+02   .9999999 -.0001611  .0004054
T 2986 19 .1518181E+11   3400011E-01  .7481E+01 -.1187E+02   .9999999  .0000508  .0001321
T 2987 19 .1518252E+11   3400022E-01  .2822E+02 -.3749E+00   .9999999  .0001576 -.0000420
T 2988 19 .1518446E+11   3400019E-01  .7259E+01 -.2501E+01   .9999999  .0001580 -.0002163
T 2989 19 .1518229E+11   3400016E-01 -.5246E+02  .5909E+01   .9999999 -.0003819  .0002048
T 2990 19 .1518261E+11   3400011E-01 -.4006E+02 -.3582E+02   .9999999 -.0002927 -.0001870
T 2991 19 .1518179E+11   3400021E-01 -.1763E+02  .2048E+02   .9999999 -.0001048  .0001851
T 2992 19 .1518095E+11   3400001E-01 -.3812E+02 -.6397E+02   .9999999 -.0002041 -.0003122
T 2993 19 .1518430E+11   3400013E-01  .5711E+02  .2519E+02   .9999998  .0003134  .0004564
T 2994 19 .1518374E+11   3400010E-01  .1518E+02  .2650E+02   .9999999  .0000372  .0000585
T 2995 19 .1518276E+11   3400010E-01 -.7816E+01 -.1597E+02   .9999999 -.0000729 -.0001784
T 2996 19 .1518145E+11   3400022E-01 -.3115E+02  .6848E+02   .9999999 -.0002309  .0003329
T 2997 19 .1518345E+11   3400016E-01  .6612E+02  .8663E+01   .9999999  .0004064 -.0000554
T 2998 19 .1518296E+11   3400021E-01 -.2966E+02 -.6147E+01   .9999999 -.0002728 -.0002152
T 2999 19 .1518012E+11   3400022E-01 -.1017E+02  .8335E+00   .9999999 -.0004163  .0000488
T 3000 19 .1518306E+11   3400001E-01 -.2647E+02  .2235E+02   .9999999 -.0002626  .0000616
T 3001 19 .1518119E+11   3400019E-01  .1462E+02  .3457E+02   .9999999  .0000355  .0001562
T 3002 19 .1518214E+11   3400003E-01  .2576E+02  .2028E+02   .9999999  .0002097  .0002239
T 3003 19 .1518475E+11   3400021E-01  .2392E+02 -.2732E+02   .9999999  .0003721  .0001070
T 3004 19 .1518434E+11   3400002E-01 -.2165E+02 -.2147E+02   .9999999 -.0002461 -.0000782
T 3005 19 .1518392E+11   3400007E-01 -.1572E+02  .2977E+01   .9999999 -.0000254  .0001650
T 3006 19 .1518315E+11   3400020E-01  .9975E+01 -.1569E+02   .9999999  .0000884  .0000892
T 3007 19 .1518310E+11   3400011E-01  .6252E+01 -.7879E+01   .9999999 -.0000128 -.0002012
T 3008 19 .1518134E+11   3400000E-01  .3826E+02  .4809E+02   .9999999  .0001849  .0001750
T 3009 19 .1518318E+11   3400009E-01 -.4920E+01  .1126E+02   .9999999 -.0000306  .0001207
T 3010 19 .1518416E+11   3400022E-01 -.3090E+02  .2244E+02   .9999999 -.0002571  .0002130
T 3011 19 .1518154E+11   3400016E-01  .1690E+02 -.1840E+02   .9999999  .0000203  .0000416
T 3012 19 .1518507E+11   3400003E-01 -.4995E+02 -.2919E+02   .9999999 -.0001902 -.0000956
T 3013 19 .1518252E+11   3400002E-01 -.1368E+01  .4441E+02   .9999999 -.0000083  .0002915
T 3014 19 .1518420E+11   3400010E-01 -.3107E+02 -.1670E+02   .9999999 -.0002684 -.0001358
T 3015 19 .1518377E+11   3400022E-01 -.2655E+01  .1514E+01   .9999999  .0000717  .0001375
T 3016 19 .1518197E+11   3400018E-01 -.7344E+02 -.2357E+02   .9999999 -.0004096 -.0001604
T 3017 19 .1518392E+11   3400013E-01  .4151E+02 -.6389E+02   .9999999 -.0000046 -.0005411
T 3018 19 .1518157E+11   3400017E-01  .1023E+02  .4671E+02   .9999999 -.0000519  .0003667
T 3019 19 .1518093E+11   3400021E-01  .6739E+01  .1939E+02   .9999999  .0000574  .0000343
T 3020 19 .1518199E+11   3400010E-01 -.2509E+02  .1875E+01   .9999999 -.0002765 -.0000904
T 3021 19 .1518163E+11   3400003E-01  .3388E+02  .6469E+02   .9999999  .0000651  .0004615
