============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  K(15.2 GeV) ==> Podk³adka+Tarcza(  34 um) ================
T 2522 19 .1518073E+11   3400023E-01  .4244E+01 -.1452E+02   .9999999 -.0000039  .0000759
T 2523 19 .1518390E+11   3400019E-01 -.2787E+02 -.1179E+02   .9999999 -.0000876 -.0001204
T 2524 19 .1518408E+11   3400019E-01  .1253E+03  .3868E+02   .9999988  .0015137 -.0002555
T 2525 19 .1518270E+11   3400018E-01  .1343E+02 -.8123E+01   .9999999  .0000763  .0001320
T 2526 19 .1518194E+11   3400019E-01 -.2100E+02 -.4979E+02   .9999999 -.0001698 -.0004001
T 2527 19 .1518158E+11   3400010E-01  .2726E+02  .1106E+02   .9999999  .0003366  .0000985
T 2528 19 .1518116E+11   3400019E-01 -.2580E+02  .1982E+02   .9999999 -.0002194  .0002033
T 2529 19 .1518179E+11   3400014E-01 -.7426E+02 -.2402E+01   .9999990 -.0013807  .0003434
T 2530 19 .1518233E+11   3400009E-01 -.3483E+02  .3233E+02   .9999999 -.0000743  .0000664
T 2531 19 .1518243E+11   3400004E-01 -.1256E+02 -.1644E+02   .9999999  .0000284  .0000003
T 2532 19 .1518304E+11   3400020E-01  .1351E+02  .3327E+02   .9999999 -.0000564  .0001845
T 2533 19 .1518222E+11   3400017E-01  .4247E+02 -.1426E+02   .9999999  .0002151  .0000403
T 2534 19 .1518302E+11   3400020E-01  .3443E+02  .7403E+02   .9999998  .0003401  .0004832
T 2535 19 .1518331E+11   3400019E-01  .1632E+02  .1305E+02   .9999999 -.0000945  .0003343
T 2536 19 .1518398E+11   3400002E-01 -.6363E+02  .7836E+01   .9999999 -.0003712  .0001292
T 2537 19 .1518278E+11   3400010E-01  .2011E+02 -.6000E-01   .9999999 -.0000588 -.0000824
T 2538 19 .1518235E+11   3400019E-01  .1018E+02  .1325E+02   .9999999  .0001224  .0000068
T 2539 19 .1518172E+11   3400022E-01 -.1471E+02 -.1526E+02   .9999999 -.0001520 -.0001042
T 2540 19 .1518306E+11   3400004E-01 -.9320E+02 -.4543E+01   .9999998 -.0005764  .0001463
T 2541 19 .1518369E+11   3400002E-01  .1207E+02  .2570E+02   .9999999  .0001663  .0000399
T 2542 19 .1518203E+11   3400011E-01  .7419E+01 -.1044E+02   .9999999  .0001661 -.0000952
T 2543 19 .1518472E+11   3400012E-01  .3339E+01  .4612E+02   .9999999  .0000342  .0001529
T 2544 19 .1518298E+11   3400020E-01 -.5043E+02  .2416E+02   .9999999 -.0004734  .0002059
T 2545 19 .1518101E+11   3400003E-01 -.5416E+02 -.2998E+02   .9999999 -.0003849 -.0001280
T 2546 19 .1518130E+11   3400018E-01  .4675E+02  .8657E+02   .9999998  .0003981  .0005493
T 2547 19 .1518353E+11   3400008E-01 -.6024E+02 -.3733E+02   .9999998 -.0004815 -.0002844
T 2548 19 .1518366E+11   3400000E-01  .8956E+01 -.3215E+02   .9999999 -.0000213 -.0002093
T 2549 19 .1518032E+11   3400013E-01  .3241E+02 -.7759E+02   .9999998  .0002878 -.0004827
T 2550 19 .1518299E+11   3400011E-01  .9564E+01 -.1877E+01   .9999999  .0001062 -.0000697
T 2551 19 .1518186E+11   3400017E-01 -.6028E+02  .1885E+01   .9999999 -.0002467 -.0001174
T 2552 19 .1518244E+11   3400005E-01  .8537E+01 -.6842E+02   .9999999  .0001216 -.0004030
T 2553 19 .1518134E+11   3400010E-01  .3226E+02  .5963E+02   .9999999  .0001280  .0002384
T 2554 19 .1518252E+11   3400022E-01  .1264E+02  .2643E+02   .9999999  .0002669  .0001938
T 2555 19 .1518174E+11   3400007E-01  .3538E+02  .3594E+01   .9999999  .0002670 -.0000883
T 2556 19 .1518139E+11   3400003E-01  .3474E+02  .2480E+02   .9999999  .0005320 -.0000955
T 2557 19 .1518028E+11   3400012E-01 -.1877E+02  .6108E+02   .9999998 -.0001960  .0006739
T 2558 19 .1518120E+11   3400008E-01 -.2176E+02 -.2899E+02   .9999999 -.0003358 -.0001253
T 2559 19 .1518322E+11   3400011E-01  .8507E+01 -.3385E+02   .9999999  .0000133 -.0000773
T 2560 19 .1518405E+11   3400003E-01 -.2132E+02 -.5981E+02   .9999999  .0000006 -.0004618
T 2561 19 .1518413E+11   3400020E-01  .7871E+00  .1355E+02   .9999999 -.0001171  .0000577
T 2562 19 .1518200E+11   3400021E-01  .2672E+02  .6635E+01   .9999999  .0001466  .0000866
T 2563 19 .1518204E+11   3400003E-01 -.2128E+02  .2356E+02   .9999999 -.0000888  .0000255
T 2564 19 .1518228E+11   3400018E-01 -.3060E+02 -.4767E+01   .9999999 -.0002011 -.0001603
T 2565 19 .1518281E+11   3400006E-01  .5704E+02 -.9810E+02   .9999998  .0003258 -.0005687
T 2566 19 .1518249E+11   3400018E-01  .2740E+02  .3535E+01   .9999999  .0000012 -.0000153
T 2567 19 .1518283E+11   3400017E-01 -.2354E+02  .3243E+02   .9999999 -.0001359  .0002930
T 2568 19 .1518249E+11   3400023E-01 -.1323E+02 -.6087E+01   .9999999 -.0000101  .0000455
T 2569 19 .1518131E+11   3400012E-01 -.1410E+02 -.1961E+02   .9999999  .0000081 -.0001311
T 2570 19 .1518297E+11   3400012E-01 -.1625E+02 -.1185E+02   .9999999 -.0000085 -.0001170
T 2571 19 .1518193E+11   3400000E-01  .2063E+01 -.8535E+02   .9999998 -.0001030 -.0005517
T 2572 19 .1518150E+11   3400012E-01  .4024E+02  .3217E+02   .9999999  .0003906  .0001457
T 2573 19 .1518267E+11   3400009E-01 -.2088E+02 -.3346E+01   .9999999 -.0002545  .0000087
T 2574 19 .1518126E+11   3400003E-01 -.2098E+02 -.1250E+01   .9999999 -.0001653 -.0001270
T 2575 19 .1518252E+11   3400012E-01 -.4579E+01  .1077E+02   .9999999 -.0000055 -.0000989
T 2576 19 .1518307E+11   3400022E-01  .2236E+02  .2991E+02   .9999999  .0002530  .0001254
T 2577 19 .1518293E+11   3400006E-01 -.1355E+02  .3782E+01   .9999999 -.0000121 -.0001438
T 2578 19 .1518360E+11   3400007E-01 -.7788E+01  .5330E+01   .9999999 -.0001868 -.0000491
T 2579 19 .1518354E+11   3400023E-01 -.1553E+02 -.4135E+02   .9999999 -.0001635 -.0002720
T 2580 19 .1518444E+11   3400013E-01  .3123E+02 -.8102E+01   .9999999  .0001714 -.0000918
T 2581 19 .1518184E+11   3400009E-01 -.3565E+02  .2865E+02   .9999999 -.0000947  .0003474
T 2582 19 .1518323E+11   3400018E-01 -.2135E+02  .8312E+01   .9999999  .0000073  .0001443
T 2583 19 .1518262E+11   3400001E-01  .2102E+02  .4092E+01   .9999999  .0001119 -.0000338
T 2584 19 .1518330E+11   3400009E-01 -.8868E+01 -.5137E+02   .9999999 -.0001583 -.0003366
T 2585 19 .1518424E+11   3400002E-01 -.8961E+02 -.3378E+02   .9999999 -.0004743 -.0001446
T 2586 19 .1517963E+11   3400022E-01 -.1478E+02 -.1679E+02   .9999999 -.0000302 -.0002911
T 2587 19 .1518211E+11   3400017E-01  .1301E+02 -.2506E+02   .9999999  .0001565 -.0002979
T 2588 19 .1518162E+11   3400018E-01  .8608E+01 -.3476E+02   .9999999 -.0000318 -.0000245
T 2589 19 .1518094E+11   3400005E-01  .2119E+01  .9097E+01   .9999999 -.0003062  .0000412
T 2590 19 .1518213E+11   3400007E-01  .3861E+02  .1365E+02   .9999999  .0002231 -.0001025
T 2591 19 .1518434E+11   3400013E-01  .1643E+02 -.1240E+02   .9999999  .0001410  .0000101
T 2592 19 .1518263E+11   3400017E-01 -.1781E+02 -.1049E+02   .9999999 -.0001961 -.0000598
T 2593 19 .1518055E+11   3400019E-01 -.1055E+02 -.1231E+02   .9999999 -.0002379 -.0000238
T 2594 19 .1518355E+11   3400002E-01 -.2700E+01  .1286E+02   .9999999 -.0000760  .0001629
T 2595 19 .1518055E+11   3400001E-01  .4887E+02 -.1660E+01   .9999999  .0003053  .0001162
T 2596 19 .1518356E+11   3400000E-01 -.6071E+01  .3529E+02   .9999999 -.0000994  .0001533
T 2597 19 .1518190E+11   3400000E-01 -.2794E+02 -.4074E+02   .9999999 -.0000645 -.0001315
T 2598 19 .1518451E+11   3400007E-01 -.4527E+02  .9906E+01   .9999999 -.0000784  .0001503
T 2599 19 .1518280E+11   3400008E-01  .1722E+02 -.3895E+02   .9999999 -.0000652 -.0003180
T 2600 19 .1518360E+11   3400002E-01  .1437E+02 -.2671E+02   .9999999  .0000945 -.0003310
T 2601 19 .1518304E+11   3400015E-01 -.7260E+01  .1612E+02   .9999999 -.0000948  .0000381
T 2602 19 .1518234E+11   3400007E-01  .2209E+02 -.1808E+02   .9999999  .0001999 -.0001212
T 2603 19 .1518407E+11   3400016E-01  .6429E+01  .1145E+02   .9999999 -.0000597 -.0000324
T 2604 19 .1518208E+11   3400004E-01 -.3138E+01  .2130E+02   .9999999 -.0002283  .0001100
T 2605 19 .1518160E+11   3400009E-01 -.3648E+01  .7078E+00   .9999999 -.0000912  .0000457
T 2606 19 .1518212E+11   3400012E-01  .6230E+01  .3640E+00   .9999999 -.0000612 -.0000980
T 2607 19 .1518208E+11   3400001E-01  .9141E+01  .5311E+02   .9999999  .0001076  .0001820
T 2608 19 .1518166E+11   3400016E-01  .9912E+02  .1311E+03   .9999996  .0004526  .0007642
T 2609 19 .1518380E+11   3400011E-01 -.4249E+01  .2737E+02   .9999999 -.0000776 -.0000140
T 2610 19 .1518436E+11   3400013E-01  .1662E+02 -.1534E+02   .9999999  .0003141 -.0001707
T 2611 19 .1518148E+11   3400022E-01 -.1806E+02 -.3568E+02   .9999999 -.0000845 -.0003041
T 2612 19 .1517984E+11   3400006E-01  .1776E+02 -.8968E+01   .9999999  .0002421 -.0000043
T 2613 19 .1518142E+11   3400021E-01 -.1624E+02  .4965E+02   .9999999 -.0001810  .0004277
T 2614 19 .1518176E+11   3400022E-01 -.3159E+02  .9310E+01   .9999999 -.0002648 -.0000002
T 2615 19 .1518332E+11   3400011E-01  .2450E+02  .1351E+02   .9999999  .0001456  .0000511
T 2616 19 .1518361E+11   3400007E-01  .3763E+02  .2910E+02   .9999999  .0002114  .0001703
T 2617 19 .1518272E+11   3400009E-01 -.2724E+02  .6885E+01   .9999998 -.0005647  .0001249
T 2618 19 .1518409E+11   3400008E-01 -.1821E+02 -.1317E+02   .9999999 -.0004481 -.0002022
T 2619 19 .1518316E+11   3400020E-01  .3996E+02  .2127E+02   .9999999  .0004597  .0001438
T 2620 19 .1518128E+11   3400017E-01 -.7027E+01  .1279E+02   .9999999 -.0000238  .0000873
T 2621 19 .1518120E+11   3400008E-01 -.2853E+02 -.1649E+02   .9999999 -.0001108  .0001010
T 2622 19 .1518314E+11   3400021E-01 -.4299E+02  .7187E+02   .9999998 -.0003784  .0004626
T 2623 19 .1518272E+11   3400018E-01  .8923E+02  .2268E+01   .9999998  .0005345 -.0001571
T 2624 19 .1518263E+11   3400009E-01  .1979E+02  .2338E+02   .9999999  .0005098  .0001086
T 2625 19 .1518344E+11   3400023E-01  .3768E+02 -.2023E+00   .9999999  .0000930  .0002018
T 2626 19 .1518095E+11   3400022E-01 -.2850E+02  .2860E+02   .9999999 -.0002644  .0000637
T 2627 19 .1518340E+11   3400018E-01  .2140E+02  .9719E+01   .9999999  .0001452 -.0000487
T 2628 19 .1518365E+11   3400014E-01 -.4506E+01  .1952E+02   .9999999 -.0000229 -.0000785
T 2629 19 .1518178E+11   3400022E-01 -.7055E+01  .7363E+01   .9999999 -.0000235 -.0000028
T 2630 19 .1518286E+11   3400012E-01  .4263E+02  .7819E+00   .9999999  .0001728  .0000067
T 2631 19 .1518183E+11   3400004E-01  .9121E+02  .3751E+02   .9999998  .0005718  .0001288
T 2632 19 .1518299E+11   3400000E-01 -.6819E+02  .3295E+02   .9999997 -.0007636  .0002123
T 2633 19 .1518265E+11   3400009E-01 -.1934E+02  .7444E+01   .9999999 -.0002353  .0000730
T 2634 19 .1518395E+11   3400018E-01  .9342E+00 -.3212E+02   .9999999  .0002129 -.0001664
T 2635 19 .1518119E+11   3400003E-01  .5310E+02  .5791E+02   .9999998  .0003455  .0004436
T 2636 19 .1518212E+11   3400013E-01  .5646E+02 -.2204E+02   .9999999  .0002785 -.0001536
T 2637 19 .1518435E+11   3400000E-01  .3123E+02  .1149E+01   .9999999  .0001279 -.0000735
T 2638 19 .1517971E+11   3400010E-01  .1112E+02  .1283E+02   .9999999  .0000611  .0000091
T 2639 19 .1518207E+11   3400003E-01  .2275E+02  .1640E+02   .9999999  .0001217  .0000540
T 2640 19 .1518343E+11   3400005E-01 -.5155E+02 -.1766E+02   .9999999 -.0002495 -.0000914
T 2641 19 .1518017E+11   3400023E-01 -.4393E+02  .9745E+01   .9999999 -.0000902  .0000884
T 2642 19 .1518160E+11   3400000E-01 -.1005E+02 -.2503E+01   .9999999 -.0000792 -.0000457
T 2643 19 .1518191E+11   3400009E-01  .3949E+02 -.4136E+02   .9999999  .0001317 -.0001750
T 2644 19 .1518386E+11   3400013E-01  .6451E+01 -.3230E+02   .9999999  .0001216  .0000086
T 2645 19 .1518308E+11   3400004E-01 -.3909E+02 -.3262E+02   .9999999 -.0002466 -.0001592
T 2646 19 .1518224E+11   3400015E-01  .5758E+01  .3829E+02   .9999999 -.0000809  .0003042
T 2647 19 .1518178E+11   3400021E-01 -.4287E+02 -.3331E+02   .9999999 -.0003256 -.0002231
T 2648 19 .1518223E+11   3400022E-01 -.1468E+02  .2875E+02   .9999999 -.0001998  .0002262
T 2649 19 .1518208E+11   3400007E-01 -.9616E+01 -.3140E+02   .9999999 -.0001068 -.0003427
T 2650 19 .1518300E+11   3400011E-01  .5994E+02  .1784E+01   .9999998  .0006629 -.0000320
T 2651 19 .1518517E+11   3400009E-01  .3084E+02 -.9983E+01   .9999999 -.0000783 -.0003056
T 2652 19 .1518411E+11   3400000E-01  .5117E+01  .9060E+01   .9999999  .0000953  .0001299
T 2653 19 .1518335E+11   3400016E-01  .5365E+01 -.3580E+02   .9999999  .0001671 -.0003748
T 2654 19 .1518453E+11   3400014E-01 -.2135E+02 -.2171E+02   .9999999 -.0001635  .0001509
T 2655 19 .1518239E+11   3400002E-01  .1499E+02  .2675E+02   .9999999  .0001212  .0004482
T 2656 19 .1518288E+11   3400001E-01 -.3604E+01  .5060E+02   .9999999  .0000484  .0004604
T 2657 19 .1518148E+11   3400019E-01 -.6246E+02 -.3831E+02   .9999998 -.0003986 -.0004353
T 2658 19 .1518344E+11   3400018E-01 -.1582E+02  .1810E+02   .9999999  .0000821  .0000654
T 2659 19 .1518150E+11   3400001E-01  .1298E+03 -.1043E+03   .9999998  .0004337 -.0003502
T 2660 19 .1518296E+11   3400017E-01 -.2440E+02 -.1083E+02   .9999999 -.0002012 -.0000121
T 2661 19 .1518435E+11   3400018E-01  .1667E+02 -.2128E+02   .9999999 -.0000620 -.0002732
T 2662 19 .1518264E+11   3400011E-01 -.2077E+02 -.8836E+00   .9999999 -.0002230  .0001756
T 2663 19 .1518115E+11   3400019E-01  .1932E+02 -.6917E+02   .9999999  .0001930 -.0001388
T 2664 19 .1518330E+11   3400004E-01  .5718E+01 -.2415E+02   .9999999  .0000864 -.0001261
T 2665 19 .1518245E+11   3400020E-01 -.8503E+01 -.1754E+02   .9999999 -.0000799 -.0002319
T 2666 19 .1518464E+11   3400009E-01  .5180E+01  .6065E+02   .9999999 -.0000813  .0003087
T 2667 19 .1518320E+11   3400002E-01  .8696E+02  .6390E+02   .9999994  .0009276  .0005764
T 2668 19 .1518296E+11   3400008E-01  .8768E+01  .1912E+02   .9999999  .0000520  .0001793
T 2669 19 .1518160E+11   3400001E-01 -.9278E+00  .1169E+02   .9999999 -.0000377  .0001019
T 2670 19 .1518366E+11   3400016E-01 -.1002E+03  .9521E+01   .9999997 -.0007063  .0000403
T 2671 19 .1518216E+11   3400021E-01  .3356E+02 -.1116E+02   .9999999  .0003856 -.0001891
T 2672 19 .1518225E+11   3400008E-01 -.1610E+03 -.5673E+02   .9999993 -.0011432 -.0003594
T 2673 19 .1518373E+11   3400018E-01  .5286E+02  .1355E+02   .9999999  .0004921 -.0000484
T 2674 19 .1517959E+11   3400017E-01  .9946E+01  .2425E+02   .9999999  .0000875  .0000471
T 2675 19 .1518279E+11   3400020E-01 -.5641E+02  .5389E+02   .9999998 -.0004369  .0003986
T 2676 19 .1518213E+11   3400010E-01  .2565E+02  .1771E+02   .9999999  .0000575  .0001430
T 2677 19 .1518256E+11   3400009E-01 -.2489E+02  .5089E+01   .9999999 -.0001628  .0000116
T 2678 19 .1518422E+11   3400019E-01 -.3974E+02  .6300E+02   .9999998 -.0004254  .0004828
T 2679 19 .1518211E+11   3400013E-01 -.1448E+02  .6439E+02   .9999999  .0000110  .0004152
T 2680 19 .1518356E+11   3400012E-01 -.4092E+02  .6176E+02   .9999999 -.0003043  .0001753
T 2681 19 .1518418E+11   3400016E-01 -.2870E+01  .7781E+01   .9999999 -.0000737 -.0000363
T 2682 19 .1518091E+11   3400015E-01  .2650E+02 -.1802E+02   .9999999  .0000398 -.0001265
T 2683 19 .1518325E+11   3400021E-01 -.4123E+02 -.3530E+02   .9999999 -.0002846 -.0004417
T 2684 19 .1518303E+11   3400018E-01  .8667E+01  .4980E+01   .9999999  .0000486  .0001737
T 2685 19 .1518324E+11   3400022E-01  .1151E+02 -.1092E+02   .9999997  .0007332 -.0002841
T 2686 19 .1518341E+11   3400020E-01  .2089E+01 -.1193E+02   .9999999  .0000723 -.0000636
T 2687 19 .1518393E+11   3400016E-01 -.1998E+02  .8532E+01   .9999999 -.0001684 -.0000158
T 2688 19 .1518331E+11   3400021E-01  .4871E+02 -.5758E+02   .9999997  .0003751 -.0006452
T 2689 19 .1518318E+11   3400019E-01  .2662E+02 -.1540E+02   .9999999  .0001357 -.0002016
T 2690 19 .1518309E+11   3400021E-01  .2299E+02  .3139E+02   .9999999  .0000385  .0001266
T 2691 19 .1518338E+11   3400015E-01 -.6073E+02  .1474E+02   .9999999 -.0002394  .0000010
T 2692 19 .1518189E+11   3400002E-01 -.2961E+02 -.4049E+01   .9999999 -.0002136  .0000496
T 2693 19 .1518208E+11   3400001E-01 -.1375E+01 -.1721E+02   .9999999 -.0001663 -.0000975
T 2694 19 .1518036E+11   3400022E-01  .4965E+02  .4872E+01   .9999999  .0004199  .0000014
T 2695 19 .1518115E+11   3400010E-01 -.3845E+02 -.1229E+02   .9999998 -.0001927  .0005932
T 2696 19 .1518373E+11   3400022E-01 -.1155E+02 -.1378E+02   .9999999 -.0002310 -.0002859
T 2697 19 .1518148E+11   3400020E-01  .9812E+02  .2067E+03   .9999995  .0002905  .0009216
T 2698 19 .1518226E+11   3400021E-01  .2191E+02 -.3036E+02   .9999999  .0000397 -.0003279
T 2699 19 .1518344E+11   3400022E-01 -.2035E+02  .6198E+01   .9999999 -.0001487  .0000585
T 2700 19 .1518096E+11   3400019E-01 -.2169E+02  .1643E+02   .9999999 -.0001167 -.0000741
T 2701 19 .1518273E+11   3400020E-01 -.2178E+02 -.5578E+02   .9999999 -.0000967 -.0002933
T 2702 19 .1518329E+11   3400006E-01 -.1762E+02 -.4807E+01   .9999999 -.0001560 -.0003163
T 2703 19 .1518282E+11   3400007E-01  .2827E+02  .1330E+02   .9999999  .0001534  .0001187
T 2704 19 .1518329E+11   3400015E-01  .3692E+02  .4295E+02   .9999999  .0001672  .0003097
T 2705 19 .1518212E+11   3400021E-01 -.5946E+01  .2190E+02   .9999999  .0000212 -.0000131
T 2706 19 .1518117E+11   3400016E-01  .9303E+01 -.4791E+02   .9999999  .0001670 -.0003614
T 2707 19 .1518174E+11   3400016E-01  .8841E+01  .2217E+00   .9999999 -.0001267 -.0000599
T 2708 19 .1518212E+11   3400016E-01 -.2288E+02  .7689E+02   .9999998 -.0001802  .0005610
T 2709 19 .1517837E+11   3400012E-01 -.4496E+03 -.1629E+02   .9997957 -.0202091 -.0003452
T 2710 19 .1518378E+11   3400008E-01  .1626E+02  .2995E+02   .9999999  .0001655  .0001736
T 2711 19 .1518421E+11   3400020E-01  .5699E+01 -.2312E+01   .9999999  .0001516  .0001478
T 2712 19 .1518231E+11   3400005E-01 -.1995E+02  .1809E+02   .9999999 -.0002362 -.0000218
T 2713 19 .1518324E+11   3400006E-01 -.1214E+03 -.4769E+02   .9999994 -.0009942 -.0003479
T 2714 19 .1518378E+11   3400007E-01  .1334E+02 -.5459E+02   .9999999  .0000743 -.0003704
T 2715 19 .1518347E+11   3400006E-01  .1277E+02  .6665E+02   .9999999 -.0001297  .0003157
T 2716 19 .1518269E+11   3400022E-01  .1777E+02  .4344E+02   .9999999  .0000124  .0002649
T 2717 19 .1518313E+11   3400006E-01 -.2792E+02 -.2777E+02   .9999999 -.0001522 -.0001304
T 2718 19 .1518268E+11   3400013E-01 -.4975E+02  .3816E+02   .9999999 -.0002663  .0002212
T 2719 19 .1518164E+11   3400008E-01 -.1507E+02  .3068E+02   .9999999  .0000606  .0002251
T 2720 19 .1518158E+11   3400008E-01  .5568E+01  .3825E+01   .9999999  .0001231 -.0000639
T 2721 19 .1518246E+11   3400002E-01 -.4747E+02  .1171E+02   .9999999 -.0002955 -.0001006
T 2722 19 .1518223E+11   3400019E-01 -.9121E+01 -.8544E+01   .9999999 -.0000780 -.0001210
T 2723 19 .1518271E+11   3400005E-01 -.1360E+02  .5782E+02   .9999999 -.0000752  .0004458
T 2724 19 .1518338E+11   3400016E-01 -.4863E+01  .5506E+02   .9999999  .0000744  .0002595
T 2725 19 .1518325E+11   3400011E-01  .2679E+02  .4360E+02   .9999999  .0002016  .0004548
T 2726 19 .1518373E+11   3400007E-01  .5239E+00  .2765E+02   .9999999  .0000311  .0002366
T 2727 19 .1518233E+11   3400014E-01 -.1509E+02  .2891E+02   .9999999  .0000277  .0001258
T 2728 19 .1518062E+11   3400011E-01 -.3024E+02  .1624E+02   .9999999 -.0003374 -.0000163
T 2729 19 .1518139E+11   3400021E-01 -.3357E+01  .6305E+01   .9999999 -.0000630  .0000896
T 2730 19 .1518314E+11   3400011E-01 -.5675E+01  .1323E+02   .9999999 -.0000863  .0001576
T 2731 19 .1518170E+11   3400005E-01 -.1632E+01 -.9563E+02   .9999997  .0000104 -.0008290
T 2732 19 .1518438E+11   3400008E-01  .8665E+00 -.2217E+02   .9999999 -.0000183 -.0001032
T 2733 19 .1518175E+11   3400019E-01 -.6480E+01 -.1191E+01   .9999999  .0000908 -.0000610
T 2734 19 .1518255E+11   3400010E-01  .1567E+02  .8495E+01   .9999999  .0001491  .0002229
T 2735 19 .1518193E+11   3400013E-01  .1271E+02 -.8617E+01   .9999999  .0001203  .0001117
T 2736 19 .1518349E+11   3400010E-01  .1305E+02  .1064E+02   .9999999  .0000271  .0000519
T 2737 19 .1518316E+11   3400016E-01  .8722E+01 -.2511E+02   .9999999  .0000238 -.0001417
T 2738 19 .1518210E+11   3400006E-01 -.2405E+02 -.1714E+02   .9999999 -.0001848 -.0000973
T 2739 19 .1518177E+11   3400019E-01  .2233E+02  .1162E+02   .9999999  .0001091  .0001197
T 2740 19 .1518156E+11   3400016E-01 -.6383E+02 -.5729E+02   .9999996 -.0007471 -.0004687
T 2741 19 .1518231E+11   3400003E-01 -.2938E+02  .1524E+02   .9999999 -.0001623  .0001373
T 2742 19 .1518184E+11   3400019E-01 -.2572E+02 -.1633E+02   .9999999 -.0000595 -.0002584
T 2743 19 .1518185E+11   3400016E-01  .5680E+02 -.1735E+02   .9999999  .0005335 -.0000972
T 2744 19 .1518409E+11   3400022E-01 -.7152E+01 -.1538E+02   .9999999 -.0001542 -.0002687
T 2745 19 .1518153E+11   3400020E-01  .3631E+02 -.9595E+01   .9999999  .0001712  .0001674
T 2746 19 .1518198E+11   3400003E-01  .8136E+01  .2857E+02   .9999999 -.0000446  .0001641
T 2747 19 .1518386E+11   3400000E-01 -.1208E+02  .3264E+02   .9999999 -.0000143  .0000043
T 2748 19 .1518105E+11   3400001E-01 -.2722E+01  .1424E+02   .9999999 -.0000766  .0001868
T 2749 19 .1518128E+11   3400007E-01  .7080E+02 -.1623E+02   .9999999  .0003118  .0001273
T 2750 19 .1518318E+11   3400013E-01 -.1268E+01 -.2555E+02   .9999999  .0000450 -.0001353
T 2751 19 .1518283E+11   3400020E-01 -.8715E+02  .5526E+01   .9999997 -.0006442 -.0003005
T 2752 19 .1518169E+11   3400019E-01  .1039E+03 -.4434E+02   .9999998  .0003379 -.0005031
T 2753 19 .1518351E+11   3400022E-01  .4462E+01  .1193E+01   .9999999  .0000039  .0000632
T 2754 19 .1518315E+11   3400001E-01 -.2342E+02  .7087E+01   .9999999 -.0003099 -.0000152
T 2755 19 .1518086E+11   3400012E-01  .5929E+01 -.4983E+02   .9999999  .0000770 -.0005154
T 2756 19 .1518197E+11   3400009E-01  .1242E+02  .7215E+01   .9999999  .0003384  .0003455
T 2757 19 .1518335E+11   3400012E-01  .2958E+02  .2189E+02   .9999999  .0002393 -.0000079
T 2758 19 .1518250E+11   3400018E-01 -.2101E+02  .3324E+02   .9999999  .0001151  .0001020
T 2759 19 .1518013E+11   3400001E-01 -.8502E+02  .3989E+02   .9999998 -.0005297  .0001583
T 2760 19 .1518365E+11   3400022E-01  .2233E+02 -.2210E+02   .9999999  .0000905 -.0001621
T 2761 19 .1518275E+11   3400011E-01 -.2282E+02  .7150E+02   .9999999 -.0001267  .0003899
T 2762 19 .1518170E+11   3400006E-01  .2116E+02  .1234E+02   .9999999  .0003019  .0002618
T 2763 19 .1518374E+11   3400002E-01 -.1001E+02 -.3100E+02   .9999999 -.0001585 -.0001896
T 2764 19 .1518259E+11   3400015E-01 -.5153E+02  .4545E+02   .9999999 -.0001926  .0004330
T 2765 19 .1518250E+11   3400008E-01  .7470E+02  .1378E+03   .9999997  .0003677  .0007491
T 2766 19 .1518201E+11   3400001E-01 -.7101E+01  .1174E+02   .9999999 -.0000649  .0000709
T 2767 19 .1518194E+11   3400021E-01 -.2604E+02 -.1585E+02   .9999999 -.0001850 -.0000169
T 2768 19 .1518070E+11   3400009E-01  .4977E+02  .1014E+02   .9999999  .0003622 -.0002015
T 2769 19 .1518303E+11   3400005E-01  .1444E+02  .3452E+02   .9999999  .0002609  .0003334
T 2770 19 .1518284E+11   3400015E-01 -.8036E+02 -.9941E+02   .9999999 -.0002574 -.0004507
T 2771 19 .1518385E+11   3400020E-01 -.4146E+02 -.2753E+01   .9999999 -.0002635 -.0000711
T 2772 19 .1518389E+11   3400018E-01 -.3576E+02 -.1333E+02   .9999999 -.0001760 -.0000940
T 2773 19 .1518356E+11   3400015E-01  .1458E+02 -.1311E+02   .9999999  .0001187 -.0001149
T 2774 19 .1518324E+11   3400021E-01  .7749E+01 -.3108E+02   .9999999 -.0000002 -.0002386
T 2775 19 .1518067E+11   3400003E-01 -.3095E+02  .2385E+01   .9999996 -.0003188 -.0008190
T 2776 19 .1518049E+11   3400012E-01  .8933E+02 -.3591E+02   .9999994  .0009834 -.0005490
T 2777 19 .1518190E+11   3400020E-01 -.1752E+02  .3935E+02   .9999999 -.0001282  .0002579
T 2778 19 .1518292E+11   3400007E-01 -.3090E+02 -.2183E+02   .9999999 -.0001949 -.0002524
T 2779 19 .1518337E+11   3400021E-01  .1120E+02 -.2393E+02   .9999999 -.0000251 -.0001481
